Entry	Protein names	Length	Helix	Beta strand	Interacts with
P04626	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)	1255	HELIX 39..50; /evidence="ECO:0007829|PDB:8JYR"; HELIX 72..74; /evidence="ECO:0007829|PDB:8JYR"; HELIX 164..166; /evidence="ECO:0007829|PDB:8JYR"; HELIX 169..171; /evidence="ECO:0007829|PDB:8JYR"; HELIX 175..177; /evidence="ECO:0007829|PDB:1N8Z"; HELIX 200..202; /evidence="ECO:0007829|PDB:8JYR"; HELIX 209..211; /evidence="ECO:0007829|PDB:8JYR"; HELIX 221..223; /evidence="ECO:0007829|PDB:5MY6"; HELIX 232..234; /evidence="ECO:0007829|PDB:5MY6"; HELIX 348..350; /evidence="ECO:0007829|PDB:5MY6"; HELIX 361..364; /evidence="ECO:0007829|PDB:5MY6"; HELIX 378..382; /evidence="ECO:0007829|PDB:5MY6"; HELIX 385..387; /evidence="ECO:0007829|PDB:5MY6"; HELIX 394..400; /evidence="ECO:0007829|PDB:5MY6"; HELIX 423..425; /evidence="ECO:0007829|PDB:5MY6"; HELIX 482..485; /evidence="ECO:0007829|PDB:5MY6"; HELIX 501..506; /evidence="ECO:0007829|PDB:5MY6"; HELIX 516..518; /evidence="ECO:0007829|PDB:5MY6"; HELIX 525..527; /evidence="ECO:0007829|PDB:2A91"; HELIX 651..678; /evidence="ECO:0007829|PDB:2JWA"; HELIX 684..690; /evidence="ECO:0007829|PDB:2N2A"; HELIX 691..697; /evidence="ECO:0007829|PDB:2N2A"; HELIX 717..719; /evidence="ECO:0007829|PDB:8U8X"; HELIX 770..775; /evidence="ECO:0007829|PDB:8U8X"; HELIX 806..813; /evidence="ECO:0007829|PDB:8U8X"; HELIX 814..816; /evidence="ECO:0007829|PDB:8U8X"; HELIX 819..838; /evidence="ECO:0007829|PDB:8U8X"; HELIX 848..850; /evidence="ECO:0007829|PDB:8U8X"; HELIX 866..870; /evidence="ECO:0007829|PDB:8U8X"; HELIX 874..876; /evidence="ECO:0007829|PDB:8U8X"; HELIX 878..880; /evidence="ECO:0007829|PDB:8U8X"; HELIX 886..888; /evidence="ECO:0007829|PDB:8U8X"; HELIX 891..896; /evidence="ECO:0007829|PDB:8U8X"; HELIX 901..916; /evidence="ECO:0007829|PDB:8U8X"; HELIX 928..930; /evidence="ECO:0007829|PDB:8U8X"; HELIX 931..936; /evidence="ECO:0007829|PDB:8U8X"; HELIX 949..958; /evidence="ECO:0007829|PDB:8U8X"; HELIX 963..965; /evidence="ECO:0007829|PDB:8U8X"; HELIX 969..980; /evidence="ECO:0007829|PDB:8U8X"; HELIX 983..985; /evidence="ECO:0007829|PDB:8U8X"; HELIX 989..992; /evidence="ECO:0007829|PDB:3PP0"; HELIX 1003..1007; /evidence="ECO:0007829|PDB:3PP0"; HELIX 1020..1022; /evidence="ECO:0007829|PDB:8U8X"	STRAND 25..27; /evidence="ECO:0007829|PDB:8JYR"; STRAND 55..64; /evidence="ECO:0007829|PDB:8JYR"; STRAND 79..82; /evidence="ECO:0007829|PDB:8JYR"; STRAND 84..88; /evidence="ECO:0007829|PDB:8JYR"; STRAND 92..95; /evidence="ECO:0007829|PDB:3H3B"; STRAND 112..117; /evidence="ECO:0007829|PDB:8JYR"; STRAND 123..125; /evidence="ECO:0007829|PDB:8PWH"; STRAND 139..141; /evidence="ECO:0007829|PDB:3H3B"; STRAND 147..150; /evidence="ECO:0007829|PDB:2A91"; STRAND 152..156; /evidence="ECO:0007829|PDB:8JYR"; STRAND 182..184; /evidence="ECO:0007829|PDB:8JYR"; STRAND 204..208; /evidence="ECO:0007829|PDB:8JYR"; STRAND 217..219; /evidence="ECO:0007829|PDB:1N8Z"; STRAND 227..231; /evidence="ECO:0007829|PDB:5MY6"; STRAND 240..248; /evidence="ECO:0007829|PDB:5MY6"; STRAND 251..260; /evidence="ECO:0007829|PDB:5MY6"; STRAND 263..267; /evidence="ECO:0007829|PDB:5MY6"; STRAND 271..274; /evidence="ECO:0007829|PDB:5MY6"; STRAND 281..283; /evidence="ECO:0007829|PDB:5MY6"; STRAND 289..291; /evidence="ECO:0007829|PDB:5MY6"; STRAND 294..298; /evidence="ECO:0007829|PDB:5MY6"; STRAND 303..305; /evidence="ECO:0007829|PDB:1N8Z"; STRAND 309..314; /evidence="ECO:0007829|PDB:5MY6"; STRAND 319..323; /evidence="ECO:0007829|PDB:5MY6"; STRAND 325..327; /evidence="ECO:0007829|PDB:8VQD"; STRAND 329..333; /evidence="ECO:0007829|PDB:5MY6"; STRAND 335..337; /evidence="ECO:0007829|PDB:2A91"; STRAND 368..376; /evidence="ECO:0007829|PDB:5MY6"; STRAND 405..408; /evidence="ECO:0007829|PDB:5MY6"; STRAND 410..413; /evidence="ECO:0007829|PDB:5MY6"; STRAND 417..421; /evidence="ECO:0007829|PDB:8PWH"; STRAND 430..435; /evidence="ECO:0007829|PDB:3WLW"; STRAND 441..447; /evidence="ECO:0007829|PDB:5MY6"; STRAND 463..469; /evidence="ECO:0007829|PDB:5MY6"; STRAND 488..490; /evidence="ECO:0007829|PDB:8VQD"; STRAND 493..499; /evidence="ECO:0007829|PDB:5MY6"; STRAND 520..524; /evidence="ECO:0007829|PDB:5MY6"; STRAND 532..536; /evidence="ECO:0007829|PDB:6LBX"; STRAND 539..542; /evidence="ECO:0007829|PDB:6LBX"; STRAND 545..551; /evidence="ECO:0007829|PDB:6LBX"; STRAND 553..556; /evidence="ECO:0007829|PDB:6LBX"; STRAND 559..562; /evidence="ECO:0007829|PDB:6LBX"; STRAND 565..567; /evidence="ECO:0007829|PDB:3WSQ"; STRAND 571..573; /evidence="ECO:0007829|PDB:6LBX"; STRAND 575..580; /evidence="ECO:0007829|PDB:6LBX"; STRAND 583..592; /evidence="ECO:0007829|PDB:6LBX"; STRAND 595..599; /evidence="ECO:0007829|PDB:6LBX"; STRAND 602..604; /evidence="ECO:0007829|PDB:6J71"; STRAND 605..608; /evidence="ECO:0007829|PDB:8PWH"; STRAND 613..616; /evidence="ECO:0007829|PDB:8JYQ"; STRAND 621..625; /evidence="ECO:0007829|PDB:1N8Z"; STRAND 630..632; /evidence="ECO:0007829|PDB:6J71"; STRAND 635..637; /evidence="ECO:0007829|PDB:6J71"; STRAND 720..729; /evidence="ECO:0007829|PDB:8U8X"; STRAND 732..739; /evidence="ECO:0007829|PDB:8U8X"; STRAND 748..755; /evidence="ECO:0007829|PDB:8U8X"; STRAND 787..799; /evidence="ECO:0007829|PDB:8U8X"; STRAND 851..855; /evidence="ECO:0007829|PDB:8U8X"; STRAND 858..861; /evidence="ECO:0007829|PDB:8U8X"; STRAND 1140..1142; /evidence="ECO:0007829|PDB:1MW4"	P00519; P42684; P15309; P60709; Q92625; O00213; O75815; Q9HB71; Q16543; Q9NSE2; Q7Z7G1; P46109; Q93034; Q99704; Q8TEW6; Q15075; P98172; P00533; P04626; P21860; Q15303; Q9UJM3; P09769; P06241; O75791; P62993; Q14451; P07900; P08238; P14625; P11021; P46940; P35568; Q08881; P23458; Q14974; Q96JA1; O75367; O75367-3; Q9UQF2; Q13387; P42679; Q9Y316; O43639; Q02297-7; O00750; P27986; O00459; Q92569; P19174; P16885; O95602; Q13882; Q06124; Q05209; Q99952; Q99952-1; P23467; P08575; Q12913; Q15262; Q16827; Q15256; P49792; P20936; O95980; Q9NP31; P29353; P98077; Q92529; Q9H6Q3; O15524; O43791; P12931; P42224; P40763; P31948; Q7KZ85; P43405; Q9Y490; Q63HR2; Q68CZ2; Q96D37; P52735; O14980; P62258
P04731	Metallothionein-1A (MT-1A) (Metallothionein-IA) (MT-IA)	61			Q13585; P04637
P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2)	631	HELIX 539..563; /evidence="ECO:0007829|PDB:6S7O"; HELIX 574..595; /evidence="ECO:0007829|PDB:6S7O"; HELIX 599..628; /evidence="ECO:0007829|PDB:6S7O"	STRAND 374..376; /evidence="ECO:0007829|PDB:6S7O"; STRAND 392..395; /evidence="ECO:0007829|PDB:6S7T"; STRAND 398..400; /evidence="ECO:0007829|PDB:6S7O"; STRAND 403..407; /evidence="ECO:0007829|PDB:6S7O"; STRAND 419..421; /evidence="ECO:0007829|PDB:6S7O"; STRAND 423..425; /evidence="ECO:0007829|PDB:6S7O"; STRAND 435..440; /evidence="ECO:0007829|PDB:6S7O"; STRAND 446..450; /evidence="ECO:0007829|PDB:6S7O"; STRAND 452..454; /evidence="ECO:0007829|PDB:6S7T"; STRAND 455..458; /evidence="ECO:0007829|PDB:6S7O"; STRAND 465..467; /evidence="ECO:0007829|PDB:6S7O"; STRAND 472..474; /evidence="ECO:0007829|PDB:6S7O"; STRAND 479..483; /evidence="ECO:0007829|PDB:6S7O"; STRAND 488..491; /evidence="ECO:0007829|PDB:6S7O"; STRAND 497..502; /evidence="ECO:0007829|PDB:6S7O"	Q9H5K3
P05106	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	788	HELIX 30..33; /evidence="ECO:0007829|PDB:7UDH"; HELIX 35..37; /evidence="ECO:0007829|PDB:4MMX"; HELIX 39..45; /evidence="ECO:0007829|PDB:7UDH"; HELIX 67..72; /evidence="ECO:0007829|PDB:7UDH"; HELIX 77..79; /evidence="ECO:0007829|PDB:7UDH"; HELIX 103..105; /evidence="ECO:0007829|PDB:3ZE2"; HELIX 148..150; /evidence="ECO:0007829|PDB:7UDH"; HELIX 151..156; /evidence="ECO:0007829|PDB:7UDH"; HELIX 160..168; /evidence="ECO:0007829|PDB:7UDH"; HELIX 196..200; /evidence="ECO:0007829|PDB:7UDH"; HELIX 226..235; /evidence="ECO:0007829|PDB:7UDH"; HELIX 248..257; /evidence="ECO:0007829|PDB:7UDH"; HELIX 259..262; /evidence="ECO:0007829|PDB:7UDH"; HELIX 285..289; /evidence="ECO:0007829|PDB:7UDH"; HELIX 318..327; /evidence="ECO:0007829|PDB:7UDH"; HELIX 338..340; /evidence="ECO:0007829|PDB:7UDH"; HELIX 341..350; /evidence="ECO:0007829|PDB:7UDH"; HELIX 366..377; /evidence="ECO:0007829|PDB:7UDH"; HELIX 462..466; /evidence="ECO:0007829|PDB:7UDH"; HELIX 509..511; /evidence="ECO:0007829|PDB:6BXB"; HELIX 520..523; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 562..564; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 591..593; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 601..603; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 633..645; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 650..653; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 657..660; /evidence="ECO:0007829|PDB:6BXJ"; HELIX 720..737; /evidence="ECO:0007829|PDB:8GCD"; HELIX 771..774; /evidence="ECO:0007829|PDB:1MK7"; HELIX 776..779; /evidence="ECO:0007829|PDB:2LJD"	STRAND 49..52; /evidence="ECO:0007829|PDB:7UDH"; STRAND 55..57; /evidence="ECO:0007829|PDB:6BXB"; STRAND 59..61; /evidence="ECO:0007829|PDB:7UDH"; STRAND 63..66; /evidence="ECO:0007829|PDB:7UDH"; STRAND 86..91; /evidence="ECO:0007829|PDB:7UDH"; STRAND 97..101; /evidence="ECO:0007829|PDB:7UDH"; STRAND 109..111; /evidence="ECO:0007829|PDB:3NID"; STRAND 112..118; /evidence="ECO:0007829|PDB:7UDH"; STRAND 123..131; /evidence="ECO:0007829|PDB:7UDH"; STRAND 138..145; /evidence="ECO:0007829|PDB:7UDH"; STRAND 175..182; /evidence="ECO:0007829|PDB:7UDH"; STRAND 215..224; /evidence="ECO:0007829|PDB:7UDH"; STRAND 242..246; /evidence="ECO:0007829|PDB:7UDH"; STRAND 268..278; /evidence="ECO:0007829|PDB:7UDH"; STRAND 305..307; /evidence="ECO:0007829|PDB:5HDB"; STRAND 330..336; /evidence="ECO:0007829|PDB:7UDH"; STRAND 355..358; /evidence="ECO:0007829|PDB:7UDH"; STRAND 381..387; /evidence="ECO:0007829|PDB:7UDH"; STRAND 392..400; /evidence="ECO:0007829|PDB:7UDH"; STRAND 404..407; /evidence="ECO:0007829|PDB:7UDH"; STRAND 410..414; /evidence="ECO:0007829|PDB:6BXB"; STRAND 420..429; /evidence="ECO:0007829|PDB:7UDH"; STRAND 434..444; /evidence="ECO:0007829|PDB:7UDH"; STRAND 451..457; /evidence="ECO:0007829|PDB:7UDH"; STRAND 468..470; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 479..482; /evidence="ECO:0007829|PDB:7UDH"; STRAND 485..488; /evidence="ECO:0007829|PDB:7UDH"; STRAND 489..491; /evidence="ECO:0007829|PDB:3IJE"; STRAND 500..504; /evidence="ECO:0007829|PDB:3IJE"; STRAND 505..508; /evidence="ECO:0007829|PDB:6MK0"; STRAND 512..518; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 524..528; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 531..534; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 538..540; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 542..544; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 549..552; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 556..561; /evidence="ECO:0007829|PDB:3FCS"; STRAND 565..569; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 572..575; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 579..581; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 598..600; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 604..608; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 611..614; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 620..624; /evidence="ECO:0007829|PDB:1U8C"; STRAND 628..630; /evidence="ECO:0007829|PDB:4G1E"; STRAND 663..670; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 676..684; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 690..697; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 698..700; /evidence="ECO:0007829|PDB:3FCS"; STRAND 703..710; /evidence="ECO:0007829|PDB:6BXJ"; STRAND 715..717; /evidence="ECO:0007829|PDB:2KNC"; STRAND 767..770; /evidence="ECO:0007829|PDB:1S4X"	P78423; P21333; P08514; P08514-1; P06756; P05106; P18031; Q9Y490; P05094; P97465; F5HB81; Q9QZS3; Q62101; P05480-2; P26039; P54939; P06935
P05177	Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P(3)450) (Cytochrome P450 4) (Cytochrome P450-P3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	516	HELIX 54..57; /evidence="ECO:0007829|PDB:2HI4"; HELIX 61..72; /evidence="ECO:0007829|PDB:2HI4"; HELIX 91..98; /evidence="ECO:0007829|PDB:2HI4"; HELIX 102..104; /evidence="ECO:0007829|PDB:2HI4"; HELIX 112..115; /evidence="ECO:0007829|PDB:2HI4"; HELIX 131..146; /evidence="ECO:0007829|PDB:2HI4"; HELIX 160..181; /evidence="ECO:0007829|PDB:2HI4"; HELIX 188..205; /evidence="ECO:0007829|PDB:2HI4"; HELIX 206..208; /evidence="ECO:0007829|PDB:2HI4"; HELIX 214..220; /evidence="ECO:0007829|PDB:2HI4"; HELIX 221..223; /evidence="ECO:0007829|PDB:2HI4"; HELIX 224..227; /evidence="ECO:0007829|PDB:2HI4"; HELIX 235..237; /evidence="ECO:0007829|PDB:2HI4"; HELIX 240..244; /evidence="ECO:0007829|PDB:2HI4"; HELIX 248..273; /evidence="ECO:0007829|PDB:2HI4"; HELIX 283..293; /evidence="ECO:0007829|PDB:2HI4"; HELIX 305..308; /evidence="ECO:0007829|PDB:2HI4"; HELIX 310..335; /evidence="ECO:0007829|PDB:2HI4"; HELIX 337..350; /evidence="ECO:0007829|PDB:2HI4"; HELIX 359..361; /evidence="ECO:0007829|PDB:2HI4"; HELIX 366..379; /evidence="ECO:0007829|PDB:2HI4"; HELIX 411..416; /evidence="ECO:0007829|PDB:2HI4"; HELIX 429..432; /evidence="ECO:0007829|PDB:2HI4"; HELIX 442..445; /evidence="ECO:0007829|PDB:2HI4"; HELIX 454..456; /evidence="ECO:0007829|PDB:2HI4"; HELIX 461..478; /evidence="ECO:0007829|PDB:2HI4"	STRAND 74..80; /evidence="ECO:0007829|PDB:2HI4"; STRAND 83..88; /evidence="ECO:0007829|PDB:2HI4"; STRAND 394..396; /evidence="ECO:0007829|PDB:2HI4"; STRAND 399..401; /evidence="ECO:0007829|PDB:2HI4"; STRAND 406..410; /evidence="ECO:0007829|PDB:2HI4"; STRAND 437..440; /evidence="ECO:0007829|PDB:2HI4"; STRAND 480..482; /evidence="ECO:0007829|PDB:2HI4"; STRAND 496..498; /evidence="ECO:0007829|PDB:2HI4"; STRAND 507..510; /evidence="ECO:0007829|PDB:2HI4"	O95870
P05204	Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2)	90			Q9UGN5; Q15554
P05362	Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)	532	HELIX 143..145; /evidence="ECO:0007829|PDB:1IAM"; HELIX 177..179; /evidence="ECO:0007829|PDB:5MZA"; HELIX 193..195; /evidence="ECO:0007829|PDB:1IAM"; HELIX 245..247; /evidence="ECO:0007829|PDB:2OZ4"; HELIX 280..282; /evidence="ECO:0007829|PDB:2OZ4"; HELIX 362..364; /evidence="ECO:0007829|PDB:2OZ4"; HELIX 400..402; /evidence="ECO:0007829|PDB:2OZ4"; HELIX 449..451; /evidence="ECO:0007829|PDB:2OZ4"	STRAND 29..39; /evidence="ECO:0007829|PDB:1IAM"; STRAND 42..50; /evidence="ECO:0007829|PDB:1IAM"; STRAND 52..54; /evidence="ECO:0007829|PDB:1IAM"; STRAND 56..61; /evidence="ECO:0007829|PDB:1IAM"; STRAND 66..69; /evidence="ECO:0007829|PDB:1IAM"; STRAND 71..84; /evidence="ECO:0007829|PDB:1IAM"; STRAND 91..95; /evidence="ECO:0007829|PDB:1IAM"; STRAND 97..99; /evidence="ECO:0007829|PDB:1IC1"; STRAND 100..104; /evidence="ECO:0007829|PDB:1IAM"; STRAND 106..111; /evidence="ECO:0007829|PDB:1IAM"; STRAND 114..118; /evidence="ECO:0007829|PDB:1IAM"; STRAND 123..125; /evidence="ECO:0007829|PDB:1IAM"; STRAND 129..138; /evidence="ECO:0007829|PDB:1IAM"; STRAND 146..152; /evidence="ECO:0007829|PDB:1IAM"; STRAND 155..161; /evidence="ECO:0007829|PDB:1IAM"; STRAND 167..174; /evidence="ECO:0007829|PDB:1IAM"; STRAND 183..191; /evidence="ECO:0007829|PDB:1IAM"; STRAND 199..203; /evidence="ECO:0007829|PDB:1IAM"; STRAND 210..212; /evidence="ECO:0007829|PDB:5MZA"; STRAND 220..222; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 225..228; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 231..241; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 249..254; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 262..265; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 267..278; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 284..294; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 297..308; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 314..318; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 320..323; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 327..333; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 338..344; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 346..348; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 351..354; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 357..359; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 367..376; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 378..397; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 405..410; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 422..425; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 428..433; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 453..461; /evidence="ECO:0007829|PDB:2OZ4"; STRAND 464..475; /evidence="ECO:0007829|PDB:2OZ4"	Q99828; A8MQ03; P20701; Q14145; P60410; P18440; Q9BRX2; Q9UHD9
P05386	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	114	HELIX 4..19; /evidence="ECO:0007829|PDB:2LBF"; HELIX 25..35; /evidence="ECO:0007829|PDB:2LBF"; HELIX 42..50; /evidence="ECO:0007829|PDB:2LBF"; HELIX 56..60; /evidence="ECO:0007829|PDB:2LBF"		P68400; P05387; P51687; P09989
P05451	Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)	166	HELIX 31..33; /evidence="ECO:0007829|PDB:1QDD"; HELIX 57..66; /evidence="ECO:0007829|PDB:1QDD"; HELIX 78..90; /evidence="ECO:0007829|PDB:1QDD"; HELIX 142..144; /evidence="ECO:0007829|PDB:1QDD"	STRAND 41..43; /evidence="ECO:0007829|PDB:1QDD"; STRAND 46..55; /evidence="ECO:0007829|PDB:1QDD"; STRAND 96..103; /evidence="ECO:0007829|PDB:1QDD"; STRAND 107..109; /evidence="ECO:0007829|PDB:1QDD"; STRAND 131..133; /evidence="ECO:0007829|PDB:1QDD"; STRAND 136..141; /evidence="ECO:0007829|PDB:1QDD"; STRAND 148..152; /evidence="ECO:0007829|PDB:1QDD"; STRAND 158..165; /evidence="ECO:0007829|PDB:1QDD"	P48304
P05452	Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein)	202	HELIX 91..100; /evidence="ECO:0007829|PDB:1TN3"; HELIX 111..124; /evidence="ECO:0007829|PDB:1TN3"; HELIX 168..170; /evidence="ECO:0007829|PDB:1TN3"	STRAND 70..73; /evidence="ECO:0007829|PDB:1TN3"; STRAND 75..89; /evidence="ECO:0007829|PDB:1TN3"; STRAND 103..105; /evidence="ECO:0007829|PDB:1RJH"; STRAND 130..140; /evidence="ECO:0007829|PDB:1TN3"; STRAND 143..146; /evidence="ECO:0007829|PDB:1TN3"; STRAND 149..151; /evidence="ECO:0007829|PDB:3L9J"; STRAND 157..159; /evidence="ECO:0007829|PDB:1RJH"; STRAND 165..167; /evidence="ECO:0007829|PDB:1RJH"; STRAND 173..177; /evidence="ECO:0007829|PDB:1TN3"; STRAND 183..187; /evidence="ECO:0007829|PDB:1TN3"; STRAND 193..200; /evidence="ECO:0007829|PDB:1TN3"	
P05787	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)	483		STRAND 53..57; /evidence="ECO:0007829|PDB:7K3Y"; STRAND 59..63; /evidence="ECO:0007829|PDB:7K3C"	Q86XR8-3; P13569; P62993; Q9Y6K9; A1A4E9; P19012; P08779; P05783; P08727; Q2M2I5; Q7Z3Z0; Q7Z3Y8; Q7Z3Y7; Q15323; Q14525; O76011; Q92764; O76013-2; O76015; Q6A162; O75022; Q9HC98-4; Q13835-2; Q9UBB9; P08670; Q925J2; P14079; Q86V38; A1A4E9
P05813	Beta-crystallin A3 [Cleaved into: Beta-crystallin A3, isoform A1, Delta4 form; Beta-crystallin A3, isoform A1, Delta7 form; Beta-crystallin A3, isoform A1, Delta8 form]	215			Q03989; Q9H503-2; Q96J87-2; Q8TCT0; Q9Y6H1; P02511; P53674; P43320; P26998; A8MQ03; O75593; P31273; Q8IUC1; Q52LG2; Q3SY46; Q14847-2; Q86UR1-2; Q9H8W4; O75360; Q93062; Q9BQY4; Q08AM6
P05814	Beta-casein	226			Q14192; Q9UHD9
P05976	Myosin light chain 1/3, skeletal muscle isoform (MLC1/MLC3) (MLC1F/MLC3F) (Myosin light chain alkali 1/2) (Myosin light chain A1/A2)	194			
P05997	Collagen alpha-2(V) chain	1499			
P06028	Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)	91	HELIX 60..90; /evidence="ECO:0007829|PDB:8CRT"		Q7Z5P4; Q9H6H4; Q99500; Q9UMX0; Q9UMX0-2
P06126	T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a)	327	HELIX 69..72; /evidence="ECO:0007829|PDB:5J1A"; HELIX 77..101; /evidence="ECO:0007829|PDB:5J1A"; HELIX 152..154; /evidence="ECO:0007829|PDB:5J1A"; HELIX 155..165; /evidence="ECO:0007829|PDB:5J1A"; HELIX 169..180; /evidence="ECO:0007829|PDB:5J1A"; HELIX 182..191; /evidence="ECO:0007829|PDB:5J1A"; HELIX 195..198; /evidence="ECO:0007829|PDB:5J1A"; HELIX 270..272; /evidence="ECO:0007829|PDB:5J1A"; HELIX 283..285; /evidence="ECO:0007829|PDB:5J1A"	STRAND 27..37; /evidence="ECO:0007829|PDB:5J1A"; STRAND 40..49; /evidence="ECO:0007829|PDB:5J1A"; STRAND 52..58; /evidence="ECO:0007829|PDB:5J1A"; STRAND 63..68; /evidence="ECO:0007829|PDB:5J1A"; STRAND 109..119; /evidence="ECO:0007829|PDB:5J1A"; STRAND 129..135; /evidence="ECO:0007829|PDB:5J1A"; STRAND 138..144; /evidence="ECO:0007829|PDB:5J1A"; STRAND 147..150; /evidence="ECO:0007829|PDB:5J1A"; STRAND 205..210; /evidence="ECO:0007829|PDB:5J1A"; STRAND 218..231; /evidence="ECO:0007829|PDB:5J1A"; STRAND 234..239; /evidence="ECO:0007829|PDB:5J1A"; STRAND 248..254; /evidence="ECO:0007829|PDB:4X6C"; STRAND 256..258; /evidence="ECO:0007829|PDB:7RYN"; STRAND 260..269; /evidence="ECO:0007829|PDB:5J1A"; STRAND 276..281; /evidence="ECO:0007829|PDB:5J1A"; STRAND 290..294; /evidence="ECO:0007829|PDB:5J1A"	P61769
P06454	Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1]	111	HELIX 3..6; /evidence="ECO:0007829|PDB:2L9I"; HELIX 9..28; /evidence="ECO:0007829|PDB:2L9I"		O60356; Q01105; Q9NYB0; P22607; Q14957; Q14145; Q9UMX0; Q9Y649
